Part_Desc_;Rework;Work_Order_Qty;Case ID;label;Activity;Resource;Report_Type;Resource.1;Qty_Completed;Qty_for_MRB;activity_duration;Complete Timestamp;timesincemidnight;month;weekday;hour;timesincelastevent;timesincecasestart;event_nr;open_cases
Cable Head;missing;53;Case38;deviant;Turning & Milling - Machine 5;ID4429;S;Machine 5 - Turning & Milling;1;0;41.0;2012-02-01 16:43:00;1003;2;2;16;41.0;41.0;2;32
Housing;missing;20;Case34;regular;Round Grinding - Machine 12;ID4528;S;Machine 12 - Grinding;1;0;76.0;2012-02-01 17:26:00;1046;2;2;17;160.0;4303.0;12;32
Ballnut;missing;36;Case37;deviant;Turning & Milling - Machine 8;ID0997;D;Machine 8 - Turning & Milling;13;0;78.0;2012-02-01 17:57:00;1077;2;2;17;78.0;3098.0;7;32
Punch Holder;missing;350;Case188;deviant;Round Grinding - Machine 3;ID4445;D;Machine 3 - Round Grinding;22;0;205.0;2012-02-01 17:59:00;1079;2;2;17;205.0;43509.0;8;32
Punch Holder;missing;350;Case267;deviant;Laser Marking - Machine 7;ID4882;D;Machine 7- Laser Marking;50;0;33.0;2012-02-01 17:59:00;1079;2;2;17;237.0;38881.0;41;32
Housing;missing;20;Case34;regular;Round Grinding - Machine 12;ID4528;D;Machine 12 - Grinding;8;0;51.0;2012-02-01 18:18:00;1098;2;2;18;52.0;4355.0;13;32
Bearing;missing;163;Case240;deviant;Turning & Milling - Machine 6;ID4429;D;Machine 6 - Turning & Milling;16;0;190.0;2012-02-01 19:54:00;1194;2;2;19;293.0;774.0;3;32
Cable Head;missing;53;Case38;deviant;Turning & Milling - Machine 4;ID4932;S;Machine 4 - Turning & Milling;0;0;92.0;2012-02-01 21:18:00;1278;2;2;21;275.0;316.0;3;32
Cable Head;missing;53;Case38;deviant;Turning & Milling - Machine 4;ID4932;D;Machine 4 - Turning & Milling;2;0;98.0;2012-02-01 22:56:00;1376;2;2;22;98.0;414.0;4;32
Cable Head;missing;53;Case38;deviant;Turning & Milling - Machine 4;ID4932;S;Machine 4 - Turning & Milling;0;0;41.0;2012-02-01 23:38:00;1418;2;2;23;42.0;456.0;5;32
Ballnut;missing;250;Case28;deviant;Turning & Milling - Machine 6;ID4794;S;Machine 6 - Turning & Milling;0;0;169.0;2012-02-01 23:39:00;1419;2;2;23;0.0;0.0;1;33
Gauge;missing;40;Case77;deviant;Turning & Milling - Machine 9;ID3846;S;Machine 9 - Turning & Milling;0;0;456.0;2012-02-01 23:42:00;1422;2;2;23;458.0;1901.0;3;33
Ballnut;missing;30;Case223;regular;Flat Grinding - Machine 11;ID4882;D;Machine 11 - Grinding;0;0;75.0;2012-02-02 01:15:00;75;2;3;1;0.0;13615.0;14;33
Ballnut;missing;30;Case223;regular;Flat Grinding - Machine 11;ID4882;D;Machine 11 - Grinding;0;0;75.0;2012-02-02 01:15:00;75;2;3;1;0.0;13615.0;15;33
Ballnut;missing;30;Case223;regular;Flat Grinding - Machine 11;ID4882;D;Machine 11 - Grinding;0;0;75.0;2012-02-02 01:15:00;75;2;3;1;615.0;13615.0;16;33
Punch Holder;missing;350;Case267;deviant;Lapping - Machine 1;ID4882;D;Machine 1 - Lapping;0;0;75.0;2012-02-02 01:15:00;75;2;3;1;436.0;39317.0;42;33
Ballnut;missing;36;Case37;deviant;Turning & Milling - Machine 8;ID4932;D;Machine 8 - Turning & Milling;23;0;389.0;2012-02-02 03:48:00;228;2;3;3;591.0;3689.0;8;33
Cable Head;missing;53;Case38;deviant;Turning & Milling - Machine 4;ID4932;D;Machine 4 - Turning & Milling;16;0;425.0;2012-02-02 06:44:00;404;2;3;6;426.0;882.0;6;33
Punch Holder;missing;350;Case188;deviant;Round Grinding - Machine 3;ID0420;D;Machine 3 - Round Grinding;45;0;623.0;2012-02-02 06:47:00;407;2;3;6;768.0;44277.0;9;33
Bearing;missing;163;Case240;deviant;Turning & Milling - Machine 6;ID4794;D;Machine 6 - Turning & Milling;52;0;651.0;2012-02-02 06:47:00;407;2;3;6;653.0;1427.0;4;33
Ballnut;missing;10;Case46;regular;Final Inspection Q.C.;ID4287;D;Quality Check 1;10;0;12.0;2012-02-02 07:01:00;421;2;3;7;896.0;6106.0;10;33
Cable Head;missing;53;Case38;deviant;Turning & Milling - Machine 4;ID0997;D;Machine 4 - Turning & Milling;2;0;64.0;2012-02-02 09:13:00;553;2;3;9;149.0;1031.0;7;33
Punch Holder;missing;350;Case188;deviant;Final Inspection Q.C.;ID4618;D;Quality Check 1;0;0;4.0;2012-02-02 09:23:00;563;2;3;9;156.0;44433.0;10;33
Cable Head;missing;53;Case38;deviant;Turning & Milling - Machine 5;ID0997;D;Machine 5 - Turning & Milling;0;0;75.0;2012-02-02 09:23:00;563;2;3;9;10.0;1041.0;8;33
Ballnut;missing;30;Case223;regular;Final Inspection Q.C.;ID4287;D;Quality Check 1;12;0;120.0;2012-02-02 09:30:00;570;2;3;9;495.0;14110.0;17;33
Punch Holder;missing;350;Case188;deviant;Round Grinding - Machine 3;ID4445;D;Machine 3 - Round Grinding;10;0;175.0;2012-02-02 09:57:00;597;2;3;9;34.0;44467.0;11;33
Ballnut;missing;10;Case75;deviant;Turning & Milling - Machine 8;ID0997;S;Machine 8 - Turning & Milling;0;0;64.0;2012-02-02 10:20:00;620;2;3;10;0.0;0.0;1;34
Punch Holder;missing;350;Case188;deviant;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;27;0;2.0;2012-02-02 10:40:00;640;2;3;10;43.0;44510.0;12;34
Flange;missing;221;Case218;regular;Final Inspection Q.C.;ID4287;D;Quality Check 1;0;0;126.0;2012-02-02 11:36:00;696;2;3;11;1236.0;4058.0;5;34
Punch Holder;missing;350;Case188;deviant;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;27;0;1.0;2012-02-02 13:30:00;810;2;3;13;170.0;44680.0;13;34
Punch Holder;missing;350;Case188;deviant;Round Grinding - Machine 3;ID4445;D;Machine 3 - Round Grinding;12;0;175.0;2012-02-02 13:31:00;811;2;3;13;1.0;44681.0;14;34
Punch Holder;missing;350;Case188;deviant;Round Grinding - Machine 3;ID4445;D;Machine 3 - Round Grinding;0;0;23.0;2012-02-02 13:55:00;835;2;3;13;24.0;44705.0;15;34
Bearing;missing;163;Case240;deviant;Turning & Milling - Machine 6;ID4529;D;Machine 6 - Turning & Milling;40;0;526.0;2012-02-02 15:46:00;946;2;3;15;539.0;1966.0;5;34
Punch Holder;missing;350;Case267;deviant;Laser Marking - Machine 7;ID4882;D;Machine 7- Laser Marking;50;0;31.0;2012-02-02 15:53:00;953;2;3;15;878.0;40195.0;43;34
Ballnut;missing;10;Case75;deviant;Turning & Milling - Machine 8;ID0997;S;Machine 8 - Turning & Milling;0;0;259.0;2012-02-02 16:00:00;960;2;3;16;340.0;340.0;2;34
Housing;missing;20;Case34;regular;Final Inspection Q.C.;ID4287;D;Quality Check 1;0;0;34.0;2012-02-02 16:04:00;964;2;3;16;1306.0;5661.0;14;34
Cable Head;missing;53;Case38;deviant;Turning & Milling - Machine 4;ID4167;D;Machine 4 - Turning & Milling;14;0;405.0;2012-02-02 16:08:00;968;2;3;16;405.0;1446.0;9;34
Punch Holder;missing;350;Case267;deviant;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;200;0;519.0;2012-02-02 17:02:00;1022;2;3;17;69.0;40264.0;44;34
Ballnut;missing;10;Case75;deviant;Turning & Milling - Machine 8;ID4219;D;Machine 8 - Turning & Milling;10;0;205.0;2012-02-02 19:38:00;1178;2;3;19;218.0;558.0;3;34
Cable Head;missing;53;Case38;deviant;Turning & Milling - Machine 5;ID4429;D;Machine 5 - Turning & Milling;8;0;210.0;2012-02-02 19:44:00;1184;2;3;19;216.0;1662.0;10;34
Bearing;missing;163;Case240;deviant;Turning & Milling - Machine 6;ID4429;D;Machine 6 - Turning & Milling;16;0;215.0;2012-02-02 19:45:00;1185;2;3;19;239.0;2205.0;6;34
Cable Head;missing;150;Case67;regular;Turning & Milling - Machine 5;ID4429;S;Machine 5 - Turning & Milling;1;0;187.0;2012-02-02 22:53:00;1373;2;3;22;0.0;0.0;1;35
Cable Head;missing;150;Case67;regular;Turning & Milling - Machine 5;ID4429;D;Machine 5 - Turning & Milling;12;0;104.0;2012-02-02 23:39:00;1419;2;3;23;46.0;46.0;2;35
Gauge;missing;40;Case77;deviant;Turning & Milling - Machine 9;ID3846;S;Machine 9 - Turning & Milling;0;0;438.0;2012-02-02 23:40:00;1420;2;3;23;1438.0;3339.0;4;35
Ballnut;missing;10;Case75;deviant;Turning & Milling - Machine 8;ID4219;S;Machine 8 - Turning & Milling;0;0;180.0;2012-02-03 00:00:00;0;2;4;0;262.0;820.0;4;35
Cable Head;missing;53;Case38;deviant;Turning & Milling - Machine 4;ID4932;D;Machine 4 - Turning & Milling;10;0;259.0;2012-02-03 00:06:00;6;2;4;0;262.0;1924.0;11;35
Punch Holder;missing;350;Case188;deviant;Round Grinding - Machine 3;ID0420;D;Machine 3 - Round Grinding;23;0;297.0;2012-02-03 00:55:00;55;2;4;0;660.0;45365.0;16;35
Ballnut;missing;10;Case46;regular;Packing;ID4820;D;Packing;10;0;60.0;2012-02-03 01:00:00;60;2;4;1;1079.0;7185.0;11;34
Punch Holder;missing;350;Case267;deviant;Lapping - Machine 1;ID4882;D;Machine 1 - Lapping;0;0;75.0;2012-02-03 01:15:00;75;2;4;1;493.0;40757.0;45;34
Ballnut;missing;250;Case28;deviant;Turning & Milling - Machine 6;ID4794;S;Machine 6 - Turning & Milling;3;0;629.0;2012-02-03 06:45:00;405;2;4;6;1866.0;1866.0;2;34
Cable Head;missing;150;Case67;regular;Turning & Milling - Machine 4;ID4932;S;Machine 4 - Turning & Milling;0;0;360.0;2012-02-03 07:00:00;420;2;4;7;441.0;487.0;3;34
Cable Head;missing;150;Case67;regular;Turning & Milling - Machine 5;ID4932;D;Machine 5 - Turning & Milling;48;0;436.0;2012-02-03 07:02:00;422;2;4;7;2.0;489.0;4;34
Punch Holder;missing;350;Case267;deviant;Laser Marking - Machine 7;ID4882;D;Machine 7- Laser Marking;70;0;39.0;2012-02-03 07:40:00;460;2;4;7;385.0;41142.0;46;34
Ballnut;missing;250;Case28;deviant;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;97.0;2012-02-03 09:06:00;546;2;4;9;141.0;2007.0;3;34
Ballnut;missing;36;Case37;deviant;Flat Grinding - Machine 11;ID0998;D;Machine 11 - Grinding;36;0;120.0;2012-02-03 10:00:00;600;2;4;10;1812.0;5501.0;9;34
Ballnut;missing;10;Case75;deviant;Turning & Milling - Machine 8;ID0997;S;Machine 8 - Turning & Milling;0;0;210.0;2012-02-03 10:30:00;630;2;4;10;630.0;1450.0;5;34
Ballnut;missing;10;Case75;deviant;Turning & Milling - Machine 8;ID0997;D;Machine 8 - Turning & Milling;10;0;60.0;2012-02-03 11:30:00;690;2;4;11;60.0;1510.0;6;34
Punch Holder;missing;350;Case267;deviant;Lapping - Machine 1;ID4882;D;Machine 1 - Lapping;150;0;125.0;2012-02-03 11:53:00;713;2;4;11;253.0;41395.0;47;34
Ballnut;missing;250;Case28;deviant;Turning & Milling - Machine 6;ID4167;S;Machine 6 - Turning & Milling;2;0;327.0;2012-02-03 12:50:00;770;2;4;12;224.0;2231.0;4;34
Cable Head;missing;150;Case67;regular;Turning & Milling - Machine 5;ID4167;D;Machine 5 - Turning & Milling;39;0;334.0;2012-02-03 12:50:00;770;2;4;12;348.0;837.0;5;34
Punch Holder;missing;350;Case188;deviant;Final Inspection Q.C.;ID4618;D;Quality Check 1;0;0;138.0;2012-02-03 12:54:00;774;2;4;12;719.0;46084.0;17;34
Cable Head;missing;150;Case67;regular;Turning & Milling - Machine 5;ID4932;D;Machine 5 - Turning & Milling;50;0;460.0;2012-02-03 20:30:00;1230;2;4;20;460.0;1297.0;6;34
Ballnut;missing;30;Case223;regular;Packing;other;D;Packing;12;0;60.0;2012-02-05 01:00:00;60;2;6;1;3810.0;17920.0;18;34
Housing;missing;20;Case34;regular;Packing;ID4820;D;Packing;9;0;60.0;2012-02-05 01:00:00;60;2;6;1;3416.0;9077.0;15;34
Spur Gear;missing;69;Case12;regular;Turning & Milling - Machine 9;ID0937;D;Machine 9 - Turning & Milling;69;0;75.0;2012-02-05 01:15:00;75;2;6;1;8011.0;14055.0;12;34
Punch Holder;Y;350;Case188;deviant;Round Grinding - Machine 3;ID4445;D;Machine 3 - Round Grinding;20;0;150.0;2012-02-05 01:15:00;75;2;6;1;2181.0;48265.0;18;34
Slip Ring Adapter;missing;80;Case195;regular;Flat Grinding - Machine 11;ID4882;D;Machine 11 - Grinding;0;0;75.0;2012-02-05 01:15:00;75;2;6;1;6370.0;6370.0;2;34
Cable Head;missing;150;Case67;regular;Turning & Milling - Machine 4;ID4641;D;Machine 4 - Turning & Milling;23;0;434.0;2012-02-05 06:38:00;398;2;6;6;2048.0;3345.0;7;33
Gauge;missing;40;Case77;deviant;Turning & Milling - Machine 9;ID4641;D;Machine 9 - Turning & Milling;3;0;265.0;2012-02-05 06:38:00;398;2;6;6;3298.0;6637.0;5;33
Punch Holder;Y;350;Case188;deviant;Round Grinding - Machine 3;ID4445;D;Machine 3 - Round Grinding;39;0;413.0;2012-02-05 06:53:00;413;2;6;6;338.0;48603.0;19;33
Ballnut;missing;250;Case28;deviant;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;13.0;2012-02-05 07:16:00;436;2;6;7;2546.0;4777.0;5;33
Cable Head;missing;150;Case67;regular;Turning & Milling Q.C.;ID4163;D;Quality Check 1;0;0;100.0;2012-02-05 08:40:00;520;2;6;8;122.0;3467.0;8;33
Punch Holder;missing;350;Case267;deviant;Round Grinding - Machine 3;ID0420;D;Machine 3 - Round Grinding;5;0;49.0;2012-02-05 10:02:00;602;2;6;10;2769.0;44164.0;48;33
Ballnut;missing;30;Case223;regular;Flat Grinding - Machine 11;ID4882;D;Machine 11 - Grinding;18;0;45.0;2012-02-05 11:16:00;676;2;6;11;616.0;18536.0;19;33
Slip Ring Adapter;missing;80;Case195;regular;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;40;0;97.0;2012-02-05 11:18:00;678;2;6;11;603.0;6973.0;3;33
Cable Head;missing;53;Case38;deviant;Turning & Milling Q.C.;ID4493;D;Quality Check 1;53;0;121.0;2012-02-05 11:29:00;689;2;6;11;3563.0;5487.0;12;33
Punch Holder;Y;350;Case188;deviant;Final Inspection Q.C.;ID4618;D;Quality Check 1;0;0;244.0;2012-02-05 11:32:00;692;2;6;11;279.0;48882.0;20;33
Cable Head;missing;185;Case225;deviant;Final Inspection Q.C.;ID4163;D;Quality Check 1;0;0;50.0;2012-02-05 12:50:00;770;2;6;12;6559.0;44458.0;36;33
Ballnut;missing;10;Case75;deviant;Turning & Milling Q.C.;ID4493;D;Quality Check 1;10;0;80.0;2012-02-05 12:50:00;770;2;6;12;2960.0;4470.0;7;33
Cable Head;missing;185;Case225;deviant;Final Inspection Q.C.;ID4163;D;Quality Check 1;58;0;40.0;2012-02-05 14:00:00;840;2;6;14;70.0;44528.0;37;33
Punch Holder;Y;350;Case188;deviant;Final Inspection Q.C.;ID4618;D;Quality Check 1;27;0;3.0;2012-02-05 14:07:00;847;2;6;14;155.0;49037.0;21;32
Housing;missing;20;Case34;regular;Final Inspection Q.C.;ID4287;D;Quality Check 1;9;0;360.0;2012-02-05 15:00:00;900;2;6;15;840.0;9917.0;16;32
Cable Head;missing;150;Case67;regular;Turning & Milling - Machine 4;ID4932;D;Machine 4 - Turning & Milling;32;0;541.0;2012-02-05 15:52:00;952;2;6;15;432.0;3899.0;9;32
Spur Gear;missing;69;Case12;regular;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;69;0;120.0;2012-02-05 16:00:00;960;2;6;16;885.0;14940.0;13;32
Slip Ring Adapter;missing;80;Case195;regular;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;40;0;235.0;2012-02-05 16:38:00;998;2;6;16;320.0;7293.0;4;32
Slip Ring Adapter;missing;80;Case195;regular;Flat Grinding - Machine 11;ID4882;D;Machine 11 - Grinding;69;0;265.0;2012-02-05 17:43:00;1063;2;6;17;65.0;7358.0;5;32
Punch Holder;missing;350;Case267;deviant;Round Grinding - Q.C.;ID4618;D;Quality Check 1;0;0;392.0;2012-02-05 18:04:00;1084;2;6;18;482.0;44646.0;49;32
Punch Holder;missing;350;Case267;deviant;Round Grinding - Machine 3;ID4355;D;Machine 3 - Round Grinding;16;0;226.0;2012-02-05 20:03:00;1203;2;6;20;119.0;44765.0;50;32
Cable Head;missing;150;Case67;regular;Turning & Milling - Machine 4;ID4167;D;Machine 4 - Turning & Milling;23;0;477.0;2012-02-05 23:53:00;1433;2;6;23;481.0;4380.0;10;32
Punch Plate;missing;170;Case20;deviant;Round Grinding - Machine 3;ID4445;S;Machine 3 - Round Grinding;0;0;21.0;2012-02-06 00:17:00;17;2;0;0;13817.0;30851.0;19;32
Flange;missing;221;Case218;regular;Packing;ID4820;D;Packing;148;0;60.0;2012-02-06 01:00:00;60;2;0;1;5124.0;9182.0;6;32
Cable Head;missing;185;Case225;deviant;Packing;ID4820;D;Packing;58;0;60.0;2012-02-06 01:00:00;60;2;0;1;0.0;45188.0;38;32
Cable Head;missing;185;Case225;deviant;Packing;ID4820;D;Packing;0;0;60.0;2012-02-06 01:00:00;60;2;0;1;660.0;45188.0;39;32
Spur Gear;missing;69;Case12;regular;Flat Grinding - Machine 11;ID4882;D;Machine 11 - Grinding;0;0;75.0;2012-02-06 01:15:00;75;2;0;1;555.0;15495.0;14;32
Bearing;missing;163;Case240;deviant;Flat Grinding - Machine 11;ID4882;D;Machine 11 - Grinding;0;0;75.0;2012-02-06 01:15:00;75;2;0;1;4650.0;6855.0;7;32
Cable Head;missing;150;Case67;regular;Turning & Milling - Machine 4;ID4529;D;Machine 4 - Turning & Milling;11;0;224.0;2012-02-06 03:41:00;221;2;0;3;228.0;4608.0;11;32
Bearing;missing;73;Case6;deviant;Turning & Milling - Machine 8;ID0997;S;Machine 8 - Turning & Milling;1;0;90.0;2012-02-06 06:30:00;390;2;0;6;0.0;0.0;1;33
Bearing;missing;73;Case6;deviant;Turning & Milling - Machine 8;ID0997;S;Machine 8 - Turning & Milling;0;0;24.0;2012-02-06 06:36:00;396;2;0;6;6.0;6.0;2;33
Cable Head;missing;150;Case67;regular;Turning & Milling - Machine 4;ID0997;D;Machine 4 - Turning & Milling;9;0;180.0;2012-02-06 06:36:00;396;2;0;6;175.0;4783.0;12;33
Punch Holder;missing;350;Case267;deviant;Round Grinding - Machine 3;ID4445;D;Machine 3 - Round Grinding;52;0;647.0;2012-02-06 06:53:00;413;2;0;6;650.0;45415.0;51;33
Punch Plate;missing;170;Case20;deviant;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;17.0;2012-02-06 07:07:00;427;2;0;7;410.0;31261.0;20;33
Ballnut;missing;36;Case37;deviant;Turning & Milling Q.C.;ID4618;D;Quality Check 1;36;0;1.0;2012-02-06 07:42:00;462;2;0;7;4182.0;9683.0;10;33
Punch Holder;missing;350;Case267;deviant;Round Grinding - Machine 3;ID0420;D;Machine 3 - Round Grinding;6;0;73.0;2012-02-06 08:09:00;489;2;0;8;76.0;45491.0;52;33
Slip Ring Adapter;missing;80;Case195;regular;Flat Grinding - Machine 11;ID4882;D;Machine 11 - Grinding;11;0;43.0;2012-02-06 08:37:00;517;2;0;8;894.0;8252.0;6;33
Cable Head;missing;53;Case38;deviant;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;53;0;79.0;2012-02-06 09:39:00;579;2;0;9;1330.0;6817.0;13;33
Spur Gear;missing;20;Case41;regular;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;20;0;20.0;2012-02-06 10:41:00;641;2;0;10;11646.0;17246.0;8;33
Spur Gear;missing;12;Case273;regular;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;12;0;8.0;2012-02-06 10:50:00;650;2;0;10;19978.0;27155.0;6;33
Cable Head;missing;150;Case67;regular;Turning & Milling - Machine 4;ID4932;D;Machine 4 - Turning & Milling;14;0;288.0;2012-02-06 11:49:00;709;2;0;11;313.0;5096.0;13;33
Spur Gear;missing;69;Case12;regular;Flat Grinding - Machine 11;ID4882;D;Machine 11 - Grinding;30;0;167.0;2012-02-06 12:40:00;760;2;0;12;685.0;16180.0;15;33
Flange;missing;221;Case218;regular;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;148;0;83.0;2012-02-06 12:47:00;767;2;0;12;707.0;9889.0;7;33
Flange;missing;221;Case218;regular;Final Inspection Q.C.;ID4287;D;Quality Check 1;148;0;50.0;2012-02-06 12:50:00;770;2;0;12;3.0;9892.0;8;32
Spur Gear;missing;69;Case12;regular;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;25;0;60.0;2012-02-06 13:47:00;827;2;0;13;67.0;16247.0;16;32
Bearing;missing;163;Case240;deviant;Turning & Milling Q.C.;ID4618;D;Quality Check 1;50;0;1.0;2012-02-06 15:22:00;922;2;0;15;847.0;7702.0;8;32
Cable Head;missing;150;Case67;regular;Turning & Milling - Machine 4;ID4932;D;Machine 4 - Turning & Milling;12;0;229.0;2012-02-06 15:59:00;959;2;0;15;250.0;5346.0;14;32
Bearing;missing;163;Case240;deviant;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;50;0;40.0;2012-02-06 16:03:00;963;2;0;16;41.0;7743.0;9;32
Bearing;missing;163;Case240;deviant;Flat Grinding - Machine 11;ID4882;D;Machine 11 - Grinding;50;0;42.0;2012-02-06 17:06:00;1026;2;0;17;63.0;7806.0;10;32
Spur Gear;missing;12;Case72;regular;Turning & Milling - Machine 8;ID4219;S;Machine 8 - Turning & Milling;0;0;574.0;2012-02-06 17:22:00;1042;2;0;17;0.0;0.0;1;33
Spur Gear;missing;12;Case72;regular;Turning & Milling - Machine 8;ID4219;D;Machine 8 - Turning & Milling;12;0;46.0;2012-02-06 18:09:00;1089;2;0;18;47.0;47.0;2;33
Cable Head;missing;150;Case67;regular;Turning & Milling - Machine 4;ID4167;D;Machine 4 - Turning & Milling;13;0;184.0;2012-02-06 20:16:00;1216;2;0;20;257.0;5603.0;15;33
Spur Gear;missing;36;Case262;deviant;Turning & Milling - Machine 6;ID4167;S;Machine 6 - Turning & Milling;2;0;310.0;2012-02-06 23:37:00;1417;2;0;23;0.0;0.0;1;34
Bearing;missing;163;Case240;deviant;Packing;ID4491;D;Packing;50;0;60.0;2012-02-07 01:00:00;60;2;1;1;474.0;8280.0;11;34
Spur Gear;missing;36;Case262;deviant;Turning & Milling - Machine 6;ID4529;S;Machine 6 - Turning & Milling;0;0;66.0;2012-02-07 01:00:00;60;2;1;1;83.0;83.0;2;34
Spur Gear;missing;69;Case12;regular;Flat Grinding - Machine 11;ID4882;D;Machine 11 - Grinding;0;0;75.0;2012-02-07 01:15:00;75;2;1;1;0.0;16935.0;17;34
Spur Gear;missing;69;Case12;regular;Flat Grinding - Machine 11;ID4882;D;Machine 11 - Grinding;0;0;75.0;2012-02-07 01:15:00;75;2;1;1;688.0;16935.0;18;34
Bearing;missing;60;Case261;regular;Turning & Milling - Machine 8;ID0997;S;Machine 8 - Turning & Milling;0;0;327.0;2012-02-07 02:05:00;125;2;1;2;0.0;0.0;1;35
Cable Head;missing;150;Case67;regular;Turning & Milling - Machine 4;ID4529;D;Machine 4 - Turning & Milling;13;0;371.0;2012-02-07 02:27:00;147;2;1;2;371.0;5974.0;16;35
Spur Gear;missing;36;Case262;deviant;Turning & Milling - Machine 6;ID4529;D;Machine 6 - Turning & Milling;34;0;330.0;2012-02-07 06:30:00;390;2;1;6;330.0;413.0;3;35
Bearing;missing;60;Case261;regular;Turning & Milling - Machine 8;ID0997;D;Machine 8 - Turning & Milling;30;0;278.0;2012-02-07 06:43:00;403;2;1;6;278.0;278.0;2;35
Bearing;missing;60;Case261;regular;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;24.0;2012-02-07 07:14:00;434;2;1;7;31.0;309.0;3;35
Spur Gear;missing;36;Case262;deviant;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;74.0;2012-02-07 08:18:00;498;2;1;8;108.0;521.0;4;34
Cable Head;missing;185;Case225;deviant;Final Inspection Q.C.;ID4163;D;Quality Check 1;0;0;100.0;2012-02-07 08:40:00;520;2;1;8;1900.0;47088.0;40;34
Bearing;missing;163;Case240;deviant;Turning & Milling - Machine 6;ID4794;S;Machine 6 - Turning & Milling;1;0;122.0;2012-02-07 09:17:00;557;2;1;9;497.0;8777.0;12;34
Spur Gear;missing;12;Case72;regular;Turning & Milling Q.C.;ID4618;D;Quality Check 1;12;0;86.0;2012-02-07 09:50:00;590;2;1;9;941.0;988.0;3;34
Bearing;missing;163;Case240;deviant;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;50;0;53.0;2012-02-07 09:59:00;599;2;1;9;42.0;8819.0;13;34
Cable Head;missing;30;Case31;deviant;Turning & Milling - Machine 4;ID4932;S;Machine 4 - Turning & Milling;0;0;193.0;2012-02-07 10:03:00;603;2;1;10;0.0;0.0;1;35
Cable Head;missing;150;Case67;regular;Turning & Milling Q.C.;ID4163;D;Quality Check 1;148;0;190.0;2012-02-07 12:10:00;730;2;1;12;583.0;6557.0;17;35
Bearing;missing;60;Case261;regular;Turning & Milling - Machine 8;ID4219;D;Machine 8 - Turning & Milling;30;0;263.0;2012-02-07 12:39:00;759;2;1;12;325.0;634.0;4;35
Cable Head;missing;185;Case225;deviant;Final Inspection Q.C.;ID4163;D;Quality Check 1;0;0;110.0;2012-02-07 12:50:00;770;2;1;12;0.0;47338.0;41;35
Cable Head;missing;185;Case225;deviant;Final Inspection Q.C.;ID4163;D;Quality Check 1;0;0;40.0;2012-02-07 12:50:00;770;2;1;12;250.0;47338.0;42;35
Spur Gear;missing;20;Case41;regular;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;20;0;30.0;2012-02-07 13:00:00;780;2;1;13;1579.0;18825.0;9;35
Bearing;missing;163;Case240;deviant;Final Inspection Q.C.;ID4618;D;Quality Check 1;0;0;195.0;2012-02-07 13:40:00;820;2;1;13;221.0;9040.0;14;34
Bearing;missing;60;Case261;regular;Turning & Milling Q.C.;ID4618;D;Quality Check 1;60;0;21.0;2012-02-07 13:41:00;821;2;1;13;62.0;696.0;5;34
Spur Gear;missing;69;Case12;regular;Flat Grinding - Machine 11;ID4882;D;Machine 11 - Grinding;9;0;1.0;2012-02-07 13:52:00;832;2;1;13;757.0;17692.0;19;34
Spur Gear;missing;12;Case273;regular;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;12;0;120.0;2012-02-07 14:00:00;840;2;1;14;1630.0;28785.0;7;34
Cable Head;missing;30;Case31;deviant;Turning & Milling - Machine 4;ID4932;S;Machine 4 - Turning & Milling;1;0;180.0;2012-02-07 14:15:00;855;2;1;14;252.0;252.0;2;34
Punch Plate;missing;170;Case20;deviant;Round Grinding - Machine 2;ID4385;S;Machine 2 - Round Grinding;0;0;75.0;2012-02-07 14:17:00;857;2;1;14;1870.0;33131.0;21;34
Cable Head;missing;185;Case225;deviant;Final Inspection Q.C.;ID4163;D;Quality Check 1;0;0;80.0;2012-02-07 14:40:00;880;2;1;14;110.0;47448.0;43;34
Spur Gear;missing;69;Case12;regular;Flat Grinding - Machine 11;ID4882;D;Machine 11 - Grinding;30;0;111.0;2012-02-07 15:43:00;943;2;1;15;111.0;17803.0;20;34
Bearing;missing;73;Case6;deviant;Turning & Milling - Machine 8;ID4219;S;Machine 8 - Turning & Milling;0;0;183.0;2012-02-07 15:43:00;943;2;1;15;1987.0;1993.0;3;34
